"(0, 0)","(0, 1)","(0, 2)","(0, 3)","(0, 4)","(0, 5)","(1, 0)","(1, 1)","(1, 2)","(1, 3)","(1, 4)","(1, 5)","(2, 0)","(2, 1)","(2, 2)","(2, 3)","(2, 4)","(2, 5)","(3, 0)","(3, 1)","(3, 2)","(3, 3)","(3, 4)","(3, 5)","(4, 0)","(4, 1)","(4, 2)","(4, 3)","(4, 4)","(4, 5)","(5, 0)","(5, 1)","(5, 2)","(5, 3)","(5, 4)","(5, 5)"
0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0,1.0,-0.04,-0.04,1.0,-0.04,-1.0,-0.04,1.0,0,-1.0,-0.04,-0.04,-1.0,-0.04,1.0,-0.04,-0.04,-0.04,-0.04,-1.0,-0.04,1.0,-0.04,0,0,0,-1.0,-0.04,-0.04,-0.04,-0.04,-0.04,-0.04,-0.04
1.99,0,1.88704,0.84704,0.74408,1.88704,0.6490400000000001,-1.0396,0.752,1.7840799999999999,0,-0.4059999999999999,-0.0796,-0.17464000000000002,-1.0396,0.752,1.7840799999999999,0.84704,-0.0796,-0.0796,-0.17464000000000002,-1.0396,0.752,1.7840799999999999,-0.0796,0,0,0,-1.0396,0.6490400000000001,-0.0796,-0.0796,-0.0796,-0.0796,-0.0796,-0.0796
2.9701,0,2.7652096000000004,1.7150165600000002,1.60186352,2.75501656,1.49741456,-0.5246257599999999,1.5282392,2.57129632,0,0.41414768000000013,0.4488699200000001,-0.213844,-0.34725735999999996,1.44669488,2.57129632,1.6334722400000001,-0.11880399999999999,-0.12821296000000001,-0.22325296000000003,-0.34725735999999996,1.44669488,2.56110328,-0.11880399999999999,0,0,0,-0.41939271999999994,1.3343259200000002,-0.11880399999999999,-0.11880399999999999,-0.11880399999999999,-0.11880399999999999,-0.11880399999999999,0.4582788800000001
3.9403989999999998,0,3.6335883930400006,2.5743909783200003,2.45914209248,3.6133042434400005,2.4086252912,0.1372569401599999,2.3526663886400003,3.349476118,0,1.2639743561600003,1.1692198975999997,0.2508739433600002,0.3324176835199999,2.21664654248,3.34140323032,2.4046658852000005,0.2910502976000001,-0.16795640704,-0.19802518600000002,0.26690309503999976,2.2156374315200003,3.3222058156000007,-0.15761596,0,0,0,0.23636073175999983,2.0789721845600004,-0.15761596,-0.15761596,-0.15761596,-0.15761596,0.26967539768000004,1.0503941417600002
4.90099501,0,4.49239196505232,3.424264849823361,3.3086470951155205,4.462909148060561,3.3328383489046405,0.9460561880988798,3.1829885800455204,4.1270978000152,0,2.1120038833241606,2.00822052088544,0.8829829116780797,1.1075963079010402,2.97649335592616,4.10390128875376,3.1600478483916805,0.8982084540646398,0.19872067179488012,0.2330705274598399,1.00065625987832,2.9617131405668005,4.075067174861441,0.1593038756192001,0,0,0,0.9840028044795202,2.820404964670881,-0.1960398004,-0.1960398004,-0.1960398004,0.14237495488256002,0.8420097370884803,1.7372328545760805
5.8519850599,0,5.34172346099413,4.265559338655455,4.149736170096838,5.304008113338396,4.265198607083349,1.8206828432103945,4.020216681144731,4.902336519981242,0,2.9528008141621482,2.885837112156264,1.6638435616707505,1.9030151058888722,3.744599719680864,4.8578073999204445,3.90658416706766,1.6591066360013609,0.7784697503830177,0.9559545920932707,1.7394146192935498,3.712786440732214,4.819518030983454,0.7029232629917963,0,0,0,1.7223131764747959,3.5640895716361505,0.04735278901120649,-0.234079402396,0.03394508378778754,0.6550619528408232,1.5166636624394878,2.449105748594129
6.793465209301,0,6.18176597827266,5.098266671112383,4.982422187443184,6.136695109824098,5.19727443101988,2.7230054108932458,4.856223898063323,5.67565627060044,0,3.785428986968115,3.788455683518887,2.5028990995935083,2.7194474963204374,4.511971951900266,5.604850665525096,4.644733045670718,2.486903055079814,1.536655162424603,1.7164585164619668,2.4834442806183805,4.456717793114415,5.556654980670574,1.4131912617854534,0,0,0,2.463880733122897,4.300412152601879,0.4982292895644081,-0.04884431277753246,0.48553019323991403,1.2908998873145574,2.220350459939064,3.1753701124281593
7.72553055720799,0,7.012681887081066,5.922577026021516,5.806782120094437,6.961055139410146,6.124532150115792,3.6336058959059345,5.687426161259822,6.4465333899938,0,4.609777466400373,4.699085472895872,3.382163298105426,3.540601561364036,5.279225284338257,6.345555521855403,5.37557953209948,3.3587891648798966,2.3584288824606947,2.5117922619470416,3.2222666991659628,5.195011553963482,6.286440119320082,2.2094390894567324,0,0,0,3.1993854878333696,5.0305357403778475,1.1237365920359799,0.3449264234050598,1.0785276890146325,1.9741157419600213,2.9386320171562366,3.9001027615250434
8.64827525163591,0,7.83463468696536,6.738585985753722,6.6228985301915335,7.777171559103789,7.044675867864879,4.545190613098832,6.511977843872279,7.214632873600707,0,5.42589160876011,5.610673091220836,4.2748871375918265,4.361918989379704,6.044383996113815,7.080505650136816,6.099252944843039,4.247680281220249,3.2198608933553645,3.316645299181356,3.9560968571059965,5.927041948339598,7.00906598647676,3.057629958297311,0,0,0,3.929211352331988,5.753622776094415,1.8552733973783953,0.9182948127266979,1.7370481500572341,2.6782714744958236,3.6565451201218058,4.621219049468702
9.561792499119552,0,8.647779518675755,7.5463993391526545,7.430853783788125,8.585126813650438,7.956830780911049,5.45257098466736,7.32925319725982,7.979503264096647,0,6.233846413344703,6.518053750001439,5.172393187385866,5.179094294583703,6.806789275203896,7.809980532063087,6.815976362192601,5.142939664529887,4.094578845432486,4.1250596568844,4.702277162426717,6.653311596423052,7.724614957662403,3.9295735144693045,0,0,0,4.652817801799176,6.469780840003809,2.656226179771875,1.6111989036435752,2.4251265415120247,3.3862814870866433,4.370995377952138,5.336367891456237
10.466174574128356,0,9.452265085716212,8.34610573651288,8.230729485601197,9.385002515557565,8.86047043409495,6.35368143151482,8.138816729418835,8.740732257985844,0,7.033722026253399,7.419164225282895,6.067466403181024,5.990707596026164,7.565684993002578,8.534158379496219,7.527392257123669,6.036812902487415,4.974067337229621,4.932731426088355,5.458035860038924,7.3757669012827884,8.433185009486067,4.8112637701725935,0,0,0,5.370560049905554,7.179032312007119,3.494697306717819,2.382748517300753,3.1221099929920024,4.092312073781249,5.079760874828719,6.045095388954446
11.361512828387072,0,10.24823265928792,9.137790909342614,9.022606430470631,10.176879460436307,9.755411297405026,7.247186219438088,8.940540903147806,9.497927230546818,0,7.825598953519766,8.312669016021129,6.957425194529753,6.795624837921895,8.320621679901507,9.253268084323503,8.250277233099215,6.926055210156039,5.851418279848372,5.737418632582309,6.210563848867785,8.094284302643981,9.135018559856913,5.693786045264206,0,0,0,6.084017029645323,7.8814921713423205,4.352388042554533,3.1995844733460617,3.819288941047166,4.793448403473033,5.782297319600614,6.7471543612241724
12.247897700103202,0,11.035816599450456,9.921536362005087,9.806564605898743,10.960837635865342,10.641575314250032,8.132542277527598,9.73436649770454,10.250741212928247,0,8.60955712546247,9.198025074389319,7.840395706118094,7.5934350358617575,9.071198765895376,9.969107315171286,8.967689456608507,7.808603736199171,6.723964664498662,6.536271102377041,6.9592709610693975,8.807800981247961,9.831979870446387,6.572805363405895,0,0,0,6.793258578591811,8.577520110304453,5.217123826923411,4.04060905542571,4.512630345877981,5.4886822610113475,6.478511374664893,7.442557516104773
13.12541872310217,0,11.81514468994886,10.697422226683162,10.582683199573305,11.736956229539995,11.518972620067723,9.00944850926695,10.52031181231989,10.998867818301317,0,9.385675718446922,10.07493130615626,8.715630046176942,8.383866118911332,9.817278733391445,10.681382927643543,9.681245156210636,8.683560130585429,7.589736008264575,7.3286408753337495,7.703452558868014,9.517866825935723,10.523903804517923,7.445829621024111,0,0,0,7.497485467349117,9.26863514759427,6.082177403170032,4.892002663897632,5.200537159204827,6.177740096414842,7.168410778127394,8.131581747547324
13.994164535871148,0,12.586338719186069,11.46552730889296,11.351040607311193,12.505313637277892,12.387645320501052,9.877809092082584,11.298417910868757,11.742058707142029,0,10.154033126048168,10.943291888974628,9.58266486171138,9.166844924534624,10.558562967703576,11.390009143764292,10.390703651467206,9.55040191222191,8.451610862813371,8.114047634323903,8.443089019271705,10.224163558668895,11.210969963254882,8.311653888386434,0,0,0,8.197996467020488,9.954777754057593,6.943540886490794,5.745701030762397,5.882476513883112,6.860573875367035,7.852136472359657,8.81545829693646
